state,district,name,address,lat,lng,business_status
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS AEON ALPHA ANGLE,"Lot G25A, Ground Floor, AEON Alpha Angle Shopping Centre, Jalan R1, Seksyen 1, 53300, Federal Territory of Kuala Lumpur, Malaysia",3.202234,101.733923,OPERATIONAL
Selangor,Gombak,STARBUCKS AEON AU2,"Aeon Au2 Shopping Centre, Lot G48, 6, Jalan 37/56, Setiawangsa, 54200 Kuala Lumpur, Malaysia",3.176929,101.75078,OPERATIONAL
Melaka,Melaka Tengah,STARBUCKS AEON AYER KEROH,"Jalan Tun Abdul Razak, 75450 Ayer Keroh, Melaka, Malaysia",2.233641,102.282462,OPERATIONAL
Melaka,Melaka Tengah,STARBUCKS AEON BANDARAYA MELAKA,"Lot G89 & G90, AEON Bandaraya Melaka Shopping Centre, No. 2, 75400, Malacca, Malaysia",2.214426,102.246229,OPERATIONAL
Pulau Pinang,Seberang Perai Tengah,STARBUCKS AEON BUKIT MERTAJAM,"Lot G08 & G08A, AEON, Jalan Rozhan, Alma, 14000 Bukit Mertajam, Penang, Malaysia",5.320193,100.477909,OPERATIONAL
Selangor,Klang,STARBUCKS AEON BUKIT TINGGI,"Lot G22, AEON Bukit Tinggi Shopping Centre, 1, Persiaran Batu Nilam 1, KS6, 41200, Selangor, Malaysia",2.994227,101.445014,OPERATIONAL
Perak,Kinta,STARBUCKS AEON IPOH STATION 18,"Lot G66, Ground Floor, AEON Ipoh Station 18 Shopping Centre, No. 2, Susuran Stesen 18, Station 18, 31650, Perak, Malaysia",4.545464,101.0709,OPERATIONAL
Perak,Kinta,STARBUCKS AEON KLEBANG,"Lot G05, Ground Floor, AEON Mall Ipoh Klebang, Lot 12080, Klebang Perdana, 31200, Perak, Malaysia",4.677681,101.122746,OPERATIONAL
Sarawak,Kuching,STARBUCKS AEON KUCHING CENTRAL,"Lot G31, Ground Floor, AEON Mall Kuching Central, 88, Jln Tun Datuk Patinggi Haji Ahmad Zaidi Adruce, 93200 Kuching, Malaysia",1.527165,110.337593,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS AEON MALURI,"MY Kuala Lumpur Maluri Jalan Jejaka Lot G12, Ground Floor AEON Taman Maluri Shopping Centre, 55100, Malaysia",3.125908,101.728418,OPERATIONAL
Selangor,Gombak,STARBUCKS AEON RAWANG,"Lot G62, Ground Floor, Komplex Beli Belah AEON Anggun Rawang, 1, Persiaran Anggun, Taman Anggun, 48000, Selangor, Malaysia",3.316664,101.536474,OPERATIONAL
Negeri Sembilan,Seremban,STARBUCKS AEON SEREMBAN 2,"Lot G49 & 50, AEON Seremban 2 Shopping Centre, 70300, Negeri Sembilan, Malaysia",2.701287,101.911663,OPERATIONAL
Perak,Manjung,STARBUCKS AEON SERI MANJUNG,"Lot G65, AEON Seri Manjung Shopping Centre, Pusat Perniagaan Manjung Point 3, 32040, Perak, Malaysia",4.219394,100.671336,OPERATIONAL
Selangor,Petaling,STARBUCKS AEON SHAH ALAM,"Ground Floor, AEON Mall, Lot G07, Jln Akuatik 13/64, 40100 Shah Alam, Malaysia",3.076385,101.548487,OPERATIONAL
Perak,Larut Dan Matang,STARBUCKS AEON TAIPING,"Lot G08, Ground Floor, AEON Mall Taiping, Jalan Kamunting, 34600, Perak, Malaysia",4.873425,100.729346,OPERATIONAL
Johor,Johor Bahru,STARBUCKS AEON TEBRAU,"Aeon Tebrau City Shopping Centre, Lot G110, Ground Floor, 81100, Johor, Malaysia",1.549356,103.796149,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS ALAM DAMAI,"No. 21, Ground Floor, Jalan Alam Damai, Niaga 1, 56100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.074504,101.737194,OPERATIONAL
Pulau Pinang,Seberang Perai Tengah,STARBUCKS ALKARIA BUKIT MERTAJAM,"540-541, Jln Arumugam Pillai, 14000 Bukit Mertajam, Pulau Pinang, Malaysia",5.364981,100.459717,OPERATIONAL
Pulau Pinang,Timur Laut,STARBUCKS ALL SEASONS PLACE,"6G-1-17, Level 1, All Seasons Place, 97000 Air Itam, Penang, Malaysia",5.396585,100.290594,OPERATIONAL
Kedah,Kota Setar,STARBUCKS ALOR SETAR AIRPORT,"Lot No. MTD01/C, Level 1, Departure Level, Sultan Abdul Halim Airport, 06200, Malaysia",6.191603,100.394975,OPERATIONAL
Kedah,Kota Setar,STARBUCKS ALOR SETAR DT,"Bangunan Starbucks Coffee, Lot 2487 & 2490, Jalan Alor Mengkudu, 05400 Alor Setar, Kedah, Malaysia",6.095977,100.376485,OPERATIONAL
Kedah,Kota Setar,STARBUCKS AMAN CENTRAL,"Central Mall, Lot G36 & G-70, Ground Floor, Aman, Jalan Sekerat, Kampung Lubok Peringgi, 05150, Kedah, Malaysia",6.125628,100.366721,OPERATIONAL
Kedah,Kuala Muda,STARBUCKS AMANJAYA DT,"No. 3, Jalan Cempaka 2/3, Amanjaya Square, 08000, 69, Jalan Cempaka 1, Bandar Amanjaya, 08000 Sungai Petani, Kedah, Malaysia",5.669695,100.508032,OPERATIONAL
Selangor,Petaling,STARBUCKS AMCORP TOWER,"G-01, Ground Floor, Amcorp Tower, 18, Persiaran Barat, Pjs 52, 46050 Petaling Jaya, Selangor, Malaysia",3.10456,101.647426,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS AMPANG DT,"4258 & 4259, Jln Ampang, Desa Pahlawan, 50450 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.159442,101.743502,OPERATIONAL
Selangor,Ulu Langat,STARBUCKS AMPANG POINT,"Lot G20A, Ground Floor, Ampang Point Shopping Centre, Jln Memanda 3, 68000, Selangor, Malaysia",3.158008,101.751362,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS ANSA HOTEL,"Lot 0.3, Ground Floor, Piccolo Hotel, 101, 55100, Federal Territory of Kuala Lumpur, Malaysia",3.146993,101.711923,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS ARCORIS MONT KIARA,"Lot G-1, Ground Level @ Arcoris, 10, Jalan Kiara, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.16768,101.652453,OPERATIONAL
Selangor,Sepang,STARBUCKS ARENA XCHANGE,"Lot AX37, Ground Floor, Arena Xhange, Warisan Puteri, 43900 Sepang, Selangor, Malaysia",2.826991,101.692815,OPERATIONAL
Selangor,Petaling,STARBUCKS ATRIA SHOPPING GALLERY,"No. G39, Ground Floor, Atria Shopping Gallery, Jalan SS 22/23, Damansara Jaya, 47400 Petaling Jaya, Selangor, Malaysia",3.127096,101.616518,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS AVENUE K,"G-7, Ground Floor, Avenue K, 156, 50450 Kuala Lumpur, Malaysia",3.159271,101.714071,OPERATIONAL
Melaka,Alor Gajah,STARBUCKS AYER KEROH R&R,"RSA Northbound, AKHNB CL4, 78000 Ayer Keroh, Malacca, Malaysia",2.36361,102.245704,OPERATIONAL
Pulau Pinang,Seberang Perai Utara,STARBUCKS BAGAN AJAM DT,"1, Jalan Oren, Pusat Perniagaan Oren, 12200 Butterworth, Pulau Pinang, Malaysia",5.440295,100.381612,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS BAMBOO HILLS DT,"P1-1, Jalan Ipoh, Bamboo Hills, off Lebuhraya Duta-Ulu Kelang, Taman Bamboo, Segambut, 51200 Kuala Lumpur, Wilayah Persekutuan, Malaysia",3.193046,101.673241,OPERATIONAL
Selangor,Petaling,STARBUCKS BANDAR PUTERI DT,"No. G, Lot TC-05, IOI Galleria @ The Cube, 2, Jln Puteri 7/13A, Bandar Puteri Puchong, 47100, Selangor, Malaysia",3.020362,101.624952,OPERATIONAL
Johor,Johor Bahru,STARBUCKS BANDAR SERI ALAM DT,"8, Jln Suria, Bandar Baru Seri Alam, 81750 Masai, Johor, Malaysia",1.496422,103.871722,OPERATIONAL
Selangor,Petaling,STARBUCKS BANDAR UTAMA 2 (FIRST FLOOR),"1 Utama Shopping Centre, Lot F352, 1st Floor Rainforest, 1, Lebuh Bandar Utama, 47800 Petaling Jaya, Malaysia",3.150102,101.616133,OPERATIONAL
Selangor,Ulu Langat,STARBUCKS BANGI GATEWAY,"Lot G-11 & G-12, Plaza Bangi Perdana, Seksyen 15, 43650 Bandar Baru Bangi, Malaysia",2.931938,101.764383,CLOSED_TEMPORARILY
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS BANGSAR VILLAGE II,"Lot No. 2F-22 & K1, 2nd Floor, Bangsar Village II, 2, Jalan Telawi 1, 59100 Kuala Lumpur, Malaysia",3.130421,101.671437,OPERATIONAL
Selangor,Kuala Langat,STARBUCKS BANTING,"No. 1-G, Jalan Cemerlang, 1A, Pusat Perdagangan, Banting, 42700 Banting, Malaysia",2.812896,101.508516,OPERATIONAL
Johor,Batu Pahat,STARBUCKS BATU PAHAT DT,"PTD48032, Jalan Persiaran Flora Utama, Taman Flora Utama, 83000 Batu Pahat, Malaysia",1.862655,102.951382,OPERATIONAL
Johor,Johor Bahru,STARBUCKS BAWAH POKOK,"23, Jalan Mutiara Emas 5/22, Taman Mount Austin, 81100 Johor Bahru, Johor, Malaysia",1.548316,103.769529,OPERATIONAL
Pulau Pinang,Barat Daya,STARBUCKS BAYAN BARU,"Ground Floor, Ideal @ The One, Lot 73-1-3, Jalan Mahsuri, 11950 Bayan Lepas, Malaysia",5.327448,100.284313,OPERATIONAL
Selangor,Sepang,STARBUCKS BELL AVENUE,"Lot R-G-20, Bell Avenue, Jalan Sunsuria, Kota Warisan, 43900 Sepang, Selangor, Malaysia",2.828861,101.705656,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS BERJAYA CENTRAL PARK,"Lot 1-1-1A, Menara Bangkok Bank, Laman Sentral Berjaya, 50450, Federal Territory of Kuala Lumpur, Malaysia",3.156138,101.705258,OPERATIONAL
Pahang,Bentong,STARBUCKS BERJAYA HILLS,"La Grande, Berjaya Hills Resort, KM48, Persimpangan Bertingkat, 28750, Pahang, Malaysia",3.399916,101.839619,OPERATIONAL
Sarawak,Miri,STARBUCKS BINTANG PLAZA MIRI,"Plaza Shopping Plaza, Lot G47 & G39A, Ground Floor, Bintang, Jalan Bintang, 98000, Sarawak, Malaysia",4.396686,113.993202,OPERATIONAL
Sarawak,Bintulu,STARBUCKS BINTULU AIRPORT,"Lot No. GL 19, Ground Floor, Public Concourse (Landside, Sarawak, Malaysia",3.123615,113.023712,OPERATIONAL
Selangor,Ulu Langat,STARBUCKS BMC MALL,"G.22 & G.22L, BMC Mall, Jalan Temenggung 21/9, Bandar Mahkota Cheras, 43200, Selangor, Malaysia",3.0549,101.787296,OPERATIONAL
Johor,Batu Pahat,STARBUCKS BP MALL,"Malaysia, : Jln Kluang, Johor, Batu Pahat邮政编码: 83000",1.863854,102.962662,OPERATIONAL
Pulau Pinang,Timur Laut,STARBUCKS BURMA ROAD,"403-A, Jalan Burma, Pulau Tikus, 10350 George Town, Pulau Pinang, Malaysia",5.431822,100.31101,OPERATIONAL
Kedah,Kubang Pasu,STARBUCKS CALTEX BANDAR JITRA,"Lot 131, Jalan, Bandar Darulaman, 06000 Jitra, Kedah, Malaysia",6.253162,100.419303,OPERATIONAL
Pulau Pinang,Seberang Perai Tengah,STARBUCKS CALTEX JURU R&R DT,"Retail Area 2, Juru Caltex Layby Northbound, Lot 4291, 13600, Penang, Malaysia",5.354222,100.416809,OPERATIONAL
Selangor,Gombak,STARBUCKS CALTEX MELAWATI,"Lot, Caltex, 14855, Jalan Bandar 4, Taman Melawati, 53100 Kuala Lumpur, Selangor, Malaysia",3.211142,101.752234,OPERATIONAL
Selangor,Petaling,STARBUCKS CALTEX MOKHTAR DAHARI DT,"Drive Thru, Lot PT 29780, Kampung Bukit Cherakah, Persiaran Mokhtar Dahari, Daerah Petaling, Selangor, Mukim, Seksyen U15, 40170 Shah Alam, Malaysia",3.169991,101.469532,OPERATIONAL
Pahang,Cameron Highlands,STARBUCKS CAMERON CENTRUM,"A-G-9 & A-G-10,GF, PRESINT 1,BRINCHANG, 39000 Brinchang, Pahang, Malaysia",4.494822,101.389303,OPERATIONAL
Pahang,Cameron Highlands,STARBUCKS CAMERON HIGHLANDS,"Unit No. 22 & 23, Ground Floor & 1st Floor, 39000, Pahang, Malaysia",4.470606,101.377858,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS CAPITAL SQUARE TOWER,"AIA CAPSQUARE TOWER, Jalan Munshi Abdullah, 50100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.154308,101.69915,OPERATIONAL
Kedah,Langkawi,STARBUCKS CENANG MALL,"Lot GF1a, GF1b & GF1c, Cenang Mall Langkawi, 2605, Jalan Pantai Chenang, Mukim Kedawang, 07000, Kedah, Malaysia",6.290867,99.727736,OPERATIONAL
Selangor,Klang,STARBUCKS CENTRAL I-CITY,"LG-12, Lower Ground Floor, Central i-City Shopping Centre, 40000 Shah Alam, Malaysia",3.062677,101.481227,OPERATIONAL
Sabah,Kota Kinabalu,"STARBUCKS CENTRE POINT, KK","Centre Point Sabah, Lot No. P37, 4th Floor, Palm Square, 1, Lorong Centre Point, 88000, Sabah, Malaysia",5.977777,116.071877,OPERATIONAL
Selangor,Petaling,STARBUCKS CENTREPOINT BANDAR UTAMA,"G109 & G110, Ground Floor, Lot, Lebuh Bandar Utama, 47800, Selangor, Malaysia",3.137596,101.609636,OPERATIONAL
Selangor,Klang,STARBUCKS CENTRO MALL,"Lot G135, Ground Floor, 8, Jalan Batu Tiga Lama, Kawasan 16, 41300 Klang, Selangor, Malaysia",3.052748,101.462734,OPERATIONAL
Kedah,Kubang Pasu,STARBUCKS CHANGLUN DT,"No.141, Pusat Komersial Changloon, Pekan, 06010 Changlun, Kedah, Malaysia",6.436846,100.429872,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS CHERAS LEISURE MALL,"Lot L2-25, Level 2, Cheras Leisure Mall, 56100, Federal Territory of Kuala Lumpur, Malaysia",3.090894,101.742867,OPERATIONAL
Pahang,Bentong,STARBUCKS CHIN SWEE,"Chin Swee Caves Temple, Lot L12-S1, Level 12, Lobby Floor, Goh Tong, Pahang, Malaysia",3.412938,101.788854,OPERATIONAL
Selangor,Petaling,STARBUCKS CITTA MALL,"Lot No. G-15, Ground Floor, Citta Mall 1 Jalan PJU 1A/48, PJU 1A, Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",3.112007,101.578638,OPERATIONAL
Sabah,Kota Kinabalu,"STARBUCKS CITY MALL, KOTA KINABALU","City Mall, Lot No. 4, Ground Floor, Jln Lintas, Luyang Commercial Centre, 88300, Sabah, Malaysia",5.961613,116.097317,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS COFFEE,"1001, Jln Sultan Ismail, Chow Kit, 50350 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.15921,101.69608,OPERATIONAL
Pulau Pinang,Timur Laut,STARBUCKS COFFEE,"182, Jalan Magazine, 10300 George Town, Pulau Pinang, Malaysia",5.413222,100.331163,OPERATIONAL
Pulau Pinang,Barat Daya,STARBUCKS COFFEE,"Ground Floor, Queensbay Mall, GF-36, 100, Persiaran Bayan Indah, 11900, Penang, Malaysia",5.334355,100.306677,OPERATIONAL
Pulau Pinang,Timur Laut,STARBUCKS COFFEE - GURNEY PARAGON,"Lot G30, Gurney Paragon Mall, Gurney Dr, 10250 George Town, Penang, Malaysia",5.436402,100.311296,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS COFFEE - SRI PETALING,"2, Jln Radin Bagus 7, Bandar Baru Sri Petaling, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.070875,101.692464,OPERATIONAL
Sarawak,Kuching,STARBUCKS COFFEE @ VIVACITY MEGAMALL,"Unit G-073B & G-073BS, Ground Floor, Vivacity Megamall, Q112B, 93350, Sarawak, Malaysia",1.527106,110.369636,OPERATIONAL
Pahang,Bentong,STARBUCKS COFFEE GENTING 1 (FIRST WORLD),"Level T1, Lot F/L1.4, Resort, First World Hotel, Genting Highlands, 69000 Pahang, Malaysia",3.425071,101.794756,OPERATIONAL
Pahang,Bentong,STARBUCKS COFFEE GENTING 3 (HIGHLANDS HOTEL),"Highlands Hotel, Lot H/LG 6.00, Level Lower Ground, 69000 Genting Highlands, Pahang, Malaysia",3.42341,101.791553,OPERATIONAL
Pulau Pinang,Timur Laut,STARBUCKS COFFEE GREEN HALL,"Ground Floor, Lot 1, Jalan Green Hall, Georgetown, 10200 George Town, Penang, Malaysia",5.421288,100.339373,OPERATIONAL
Perak,Kinta,STARBUCKS COFFEE PALO 101,"Lot 187-A , Palo, 101, Jalan Sultan Iskandar, Taman Jubilee, 30000 Ipoh, Perak, Malaysia",4.593039,101.085815,OPERATIONAL
Selangor,Petaling,STARBUCKS COFFEE SELGATE,"Seksyen 14, 40000 Shah Alam, Selangor, Malaysia",3.072209,101.52225,OPERATIONAL
Selangor,Petaling,STARBUCKS COFFEE SUNSURIA DRIVE-THRU KOTA DAMANSARA,"5H3R+G5, 47810 Petaling Jaya, Selangor, Malaysia",3.153848,101.590508,OPERATIONAL
Selangor,Sepang,STARBUCKS CONEZION PUTRAJAYA DT,"Blok A1, Conezion, IOI Resort City, 62502, Putrajaya, Malaysia",2.964343,101.721221,OPERATIONAL
Selangor,Petaling,STARBUCKS DAMANSARA AVENUE DT,"B-G-1, Ground Floor 2005 & Lot 2006, Persiaran Perdana, 52200 Kuala Lumpur, Malaysia",3.191622,101.617066,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS DAMANSARA CITY MALL,"L1-01 & L2-01 (Duplex), 1st Floor, Damansara City Mall, Damansara City, 50490, Federal Territory of Kuala Lumpur, Malaysia",3.146529,101.661563,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS DAMANSARA HEIGHTS,"G.02.02, Ground Floor, Republik, 1, Jalan Medan Setia 1, Bukit Damansara, 50490 Kuala Lumpur, WP Kuala Lumpur, Malaysia",3.14874,101.652196,OPERATIONAL
Selangor,Petaling,STARBUCKS DAMANSARA PERDANA,"A-LG-03, Lower Ground Floor, Qliq Hotel, Jalan PJU 8/8, Empire Damansara, 47820, Selangor, Malaysia",3.165761,101.611885,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS DANAU KOTA DT,"Unit 17, The Palette Commercial Hub, Jalan 3/23b, Danau Kota, 53300 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.205894,101.716918,OPERATIONAL
Melaka,Melaka Tengah,STARBUCKS DATARAN PAHLAWAN,"BX-001A & G-003A, Dataran Pahlawan Melaka Megamall, Jln Merdeka, 75000, Malacca, Malaysia",2.19001,102.250647,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS DATUM JELATEK,"Lot G-19, Datum Jelatek Shopping Centre, Jalan Enggang, Taman Keramat, 54200 Ampang Jaya, Selangor, Malaysia",3.167814,101.735949,OPERATIONAL
Selangor,Petaling,STARBUCKS DENAI ALAM,"10-1, Jln Elektron U16/G, Denai Alam, 47000 Shah Alam, Selangor, Malaysia",3.160963,101.513416,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS DESA SRI HARTAMAS,"22, Jalan 25/70a, Desa Sri Hartamas, 59400 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.162343,101.650458,OPERATIONAL
Pulau Pinang,Seberang Perai Selatan,STARBUCKS DESIGN VILLAGE,"Lot G30, Design Village Outlet Mall, 733, Jalan Cassia Barat 2, 14100, Penang, Malaysia",5.243451,100.436817,OPERATIONAL
Selangor,Sepang,STARBUCKS DPULZE,"G28, Dpulze Shopping Centre, Lingkaran Cyber Point Timur, Cyber 12, 63000, Selangor, Malaysia",2.922105,101.65129,OPERATIONAL
Melaka,Melaka Tengah,STARBUCKS DT MALIM JAYA,"Lot 2610, Mukim, 75400, Malacca, Malaysia",2.238455,102.234152,OPERATIONAL
Selangor,Sepang,STARBUCKS DT SHELL LDP PUCHONG SOUTH,"Lot 117230, Shell Station NTI CO LDP, Northbound KM32, 47100 Puchong, Selangor, Malaysia",2.980419,101.646487,OPERATIONAL
Pahang,Kuantan,STARBUCKS EAST COAST MALL,"Ground Floor, East Coast Mall, Jalan Putra Square 6, Putra Square, 25300 Kuantan, Pahang, Malaysia",3.817719,103.327054,OPERATIONAL
Selangor,Kuala Selangor,STARBUCKS ECO GRANDEUR,"B49, 47000 Sungai Buloh, Selangor, Malaysia",3.227375,101.458198,OPERATIONAL
Pulau Pinang,Seberang Perai Selatan,STARBUCKS ECO HORIZON DT,"1, Jln Borealis 4, Pusat Komersial Borealis, 14110 Simpang Ampat, Pulau Pinang, Malaysia",5.236426,100.444002,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS EKOCHERAS,"LG-11, Lower Ground Floor, EkoCheras Mall, 56000, Federal Territory of Kuala Lumpur, Malaysia",3.093604,101.739258,OPERATIONAL
Selangor,Petaling,STARBUCKS EMPIRE GALLERY SUBANG,"G28, Empire Shopping Gallery, Jalan SS 16/1, SS16, 47500, Selangor, Malaysia",3.081675,101.58254,OPERATIONAL
Selangor,Petaling,STARBUCKS ENCORP STRAND,"Lot G-08 & G-09, Ground Floor, Encorp Strand Mall. 1, Jalan PJU 5/23, Encorp Strand, 47810, Selangor, Malaysia",3.155311,101.593942,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS G VILLAGE,"Lot G-10, Ground Floor, G Village, 55100, Federal Territory of Kuala Lumpur, Malaysia",3.149765,101.736626,OPERATIONAL
Selangor,Kuala Langat,STARBUCKS GAMUDA COVE DT,"SB-01 SB-01-EXT & SB-01-E, Discovery Park, Persiaran Cove Sentral, Bandar Gamuda Cove, 42700, 42700 Dengkil, Selangor, Malaysia",2.885465,101.617377,OPERATIONAL
Selangor,Sepang,STARBUCKS GATEWAY@KLIA TERMINAL 2,"Unit No. L3-25, Level 3, Gateway@KLIA2, 64000, Selangor, Malaysia",2.743932,101.685784,OPERATIONAL
Pahang,Bentong,STARBUCKS GENTING PERMAI DT,"21078, Jalan Permai 2, Genting Permai Avenue, 69000 Genting Highlands, Pahang, Malaysia",3.387066,101.773905,OPERATIONAL
Pahang,Bentong,STARBUCKS GENTING PREMIUM OUTLETS,"Premium Outlets, Suite No.422, High Street, 69000 Genting Highlands, Pahang, Malaysia",3.402533,101.783979,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS GLENEAGLES,"Ground Floor (Garden Area), Gleneagles Hospital, 50450 Kuala Lumpur, Malaysia",3.161621,101.739221,OPERATIONAL
Pulau Pinang,Seberang Perai Tengah,STARBUCKS GRAVITAS BUSINESS PARK,"Lot GF-23 & 23A, Ground Floor, Gravitas, Jln Baru, 13700, Penang, Malaysia",5.36932,100.417215,CLOSED_TEMPORARILY
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS GREAT EASTERN MALL,"Lot13 & 14, Ground Floor, Great Eastern Mall. 303, 50450 Kuala Lumpur, Malaysia",3.160458,101.736728,OPERATIONAL
Kedah,Kuala Muda,STARBUCKS GURUN R&R (NB),"Lot GRNNB-C01, Gurun RSA Northbound, North-South Expy, 08300 Gurun, Malaysia",5.832529,100.486903,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS HOSPITAL KUALA LUMPUR HKL,"Persiaran Hospital, 50586 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.171831,101.699705,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS HUKM HOSPITAL,"Lot 10 & 11, Visitors’ Lobby, Hospital Canselor Tunku Mukhiz HCTM, Jalan Yaacob Latif, Cheras, 56000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.097756,101.724638,OPERATIONAL
Pulau Pinang,Seberang Perai Tengah,STARBUCKS ICON CITY DT,"Ground & Mezzanine Floor, 1, Jln Icon City, Icon City, 14000, Penang, Malaysia",5.345459,100.434547,OPERATIONAL
Pulau Pinang,Seberang Perai Selatan,STARBUCKS ICONIC POINT DT,"Iconic Point Business Park, 2A, Jalan Iconic Point, 14100 Simpang Ampat, Penang, Malaysia",5.283855,100.475804,OPERATIONAL
Sabah,Sandakan,STARBUCKS IJM DT,"Jalan Utara, 90000 Sandakan, Sabah, Malaysia",5.865763,118.057393,OPERATIONAL
Sabah,Kota Kinabalu,STARBUCKS IMAGO TIMES SQUARE,"Lot G33B & G33C, Ground Floor, Imago, KK Times Square, off, 1, 88100, Sabah, Malaysia",5.971286,116.066406,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS INTERMARK MALL,"Lot G-02 & G-03B, Ground Floor, Intermark Mall, The Intermark, 50400, Federal Territory of Kuala Lumpur, Malaysia",3.160874,101.720561,OPERATIONAL
Johor,Kulai,STARBUCKS IOI KULAI DT,"Ground Floor, Ioi Mall, Lot No. G-OSE3/5/6, Lebuh Putra Utama, Bandar Putra Kulai, 81000, Johor, Malaysia",1.647324,103.626305,OPERATIONAL
Perak,Kinta,STARBUCKS IPOH PARADE,"Ground Floor, Ipoh Parade, 105, Jalan Sultan Abdul Jalil, 30450 Ipoh, Perak, Malaysia",4.595913,101.090094,OPERATIONAL
Sabah,Kota Kinabalu,STARBUCKS IRAMANIS,"1, Lrg Iramanis, Taman Iramanis, 88450 Kota Kinabalu, Sabah, Malaysia",5.970153,116.110762,OPERATIONAL
Selangor,Ulu Langat,STARBUCKS JADE HILLS DT,"Persiaran Puncak Utama, Jade Hills, 43000 Kajang, Selangor, Malaysia",2.991576,101.760502,OPERATIONAL
Selangor,Petaling,STARBUCKS JAYA ONE (NOT PET FRIENDLY),"Lot No. G.013, Ground Floor, The Square, Jaya One, Jln Profesor Diraja Ungku Aziz, Seksyen 13, 46300, Selangor, Malaysia",3.117701,101.635554,OPERATIONAL
Perak,Kinta,STARBUCKS JELAPANG SQUARE DT,"Lot Besar 392323, Pusat Komersial Jelapang, Jelapang, Ipoh, 19, Jalan Jelapang 11, Jelapang, 30020 Ipoh, Perak, Malaysia",4.644336,101.061759,OPERATIONAL
Sabah,Kota Kinabalu,STARBUCKS JESSELTON POINT KOTA KINABALU,"LB-02, Ground Floor, Jesselton Duty Free Mall, 3, Jln Haji Saman, 88000 Kota Kinabalu, Sabah, Malaysia",5.988799,116.078363,OPERATIONAL
Kedah,Langkawi,STARBUCKS JETTY POINT LANGKAWI,"Zone 2, Kompleks Jetty Point, Lot 12 & 13, Persiaran Putera, Kuah, 07000 Langkawi, Kedah, Malaysia",6.306082,99.852033,OPERATIONAL
Pulau Pinang,Seberang Perai Tengah,STARBUCKS JURU AUTO-CITY,"Highway Auto-City, 1821-G1, Jalan Perusahaan, Prai Industrial Estate, 13600 Perai, Penang, Malaysia",5.337605,100.428474,OPERATIONAL
Pulau Pinang,Seberang Perai Tengah,STARBUCKS JURU R&R DT,"2, Lrg Setia Sentral 2, Pusat Perniagaan Setia Sentral, 14000 Perai, Pulau Pinang, Malaysia",5.354766,100.417772,OPERATIONAL
