title;text
De Paula perlu ketuai serangan;"
PETALING JAYA: Guilherme De Paula perlu diturunkan dalam kesebelasan utama menentang Vietnam, manakala Luqman Hakim Shamsudin harus berada dalam ‘mod’ bersedia untuk dibawa masuk bila-bila masa jika Harimau Malaya mahu menukar rentak permainan menjadi lebih pantas apabila berdepan Vietnam esok.
Bekas penyerang kebangsaan, Hairuddin Omar mengakui, aksi De Paula ketika menentang Emiriah Arab Bersatu (UAE) agak buruk namun dia tidak boleh dipersalahkan sepenuhnya kerana selaku penyerang tunggal, dia tidak mendapat sokongan dari bahagian tengah.
Katanya, pemain kelahiran Brazil itu merupakan antara penyerang berkualiti serta kredibiliti yang baik dan sewajarnya diberikan peluang sekali lagi untuk membuktikan kemampuan sebenarnya bersama Harimau Malaya.
Dia juga berharap, Tan Cheng Hoe akan memberi peluang kepada Syafiq Ahmad untuk berada dalam kesebelasan utama selaku pemain tengah menyerang bagi membantu De Paula melakukan hantaran selain larian-larian pantas di bahagian serangan.
SYAFIQ Ahmad lebih layak diletak di bahagian tengah menyerang berbanding Liridon Krasniqi.“Bagi saya De Paula ini tidak boleh dipersalahkan sepenuhnya kerana dia penyerang tunggal dan memerlukan sokongan daripada pemain tengah, berikan dia peluang sekali lagi untuk buktikan sesuatu dan pemain tengah perlu segera membantunya.
“Saya juga berharap, Syafiq akan diberikan peluang berada dalam kesebelasan utama berbanding Liridon (Krasniqi) kerana dia mampu melakukan larian bagi menarik pertahanan lawan berbanding Liridon yang lebih banyak mengharapkan bola sampai ke kakinya.
“Luqman pula ada potensi besar tetapi saya tidak rasa dia akan berada dalam kesebelasan utama tetapi dia boleh bertindak selaku pemain pembantu sekiranya jurulatih (Tan Cheng Hoe) ingin mengubah strategi permainan kerana dia memiliki kepantasan,” katanya kepada Utusan Malaysia, semalam.
LUQMAN Hakim Shamsudin memiliki kelajuan yang mampu merubah tempo permainan. Dalam perkembangan sama, Hairuddin berkata, Harimau Malaya perlu mencipta peluang awal untuk mencari gol kerana Vietnam merupakan pasukan yang sangat bagus ketika menyerang selain memiliki pertahanan paling kebal dalam aksi kelayakan Piala Dunia 2022/Piala Asia 2023 apabila hanya bolos satu gol sahaja.
“Saya menjangkakan Malaysia sukar untuk mendapat peluang jadi, pemain-pemain perlu memanfaatkan peluang daripada set piece seperti sepakan bebas dan sepakan penjuru.
 
"
Itali sasar separuh akhir Euro 2020;"
ROME: Pengendali Itali, Roberto Mancini berharap barisan pemainnya akan menampilkan aksi cemerlang bagi mencapai sasaran sekurang-kurangnya layak ke separuh akhir Euro 2020.
The Azzurri akan berdepan Turki awal pagi esok di Stadio Olimpico bagi aksi pembukaan kejohanan itu.
Buat masa sekarang, skuad kendalian Mancini memiliki rekod 27 perlawanan tanpa kalah sejak 2018 dan dilihat bakal menjadi pencabar utama untuk saingan kali ini.
Dia juga menyasarkan untuk beraksi di London, bulan hadapan iaitu lokasi separuh akhir kejohanan itu akan berlangsung.
“Selepas apa yang kami lalui, sudah sampai masanya untuk kembali meletakkan senyuman kepada semua.
“Itu adalah sasaran kami untuk sebulan ini, kami mahu berikan kegembiraan kepada penyokong. Kami akan menikmati setiap 90 minit perlawanan dengan memberikan segalanya.
“Perlawanan pembukaan biasanya paling sukar dalam mana-mana pertandingan. Kami perlu tenang dan bergembira.
“Saya yakin dengan kemampuan pasukan ini sejak tiga tahun lalu dan saya suka jika pasukan ini dapat beraksi di London,” kata Mancini.-AGENSI
"
Sumareh, Safawi mungkin dipisahkan?;"
PETALING JAYA: Pengendali Harimau Malaya, Tan Cheng Hoe dijangka tetap menurunkan Mohamadou Sumareh dan Safawi Rasid dalam kesebelasan utama menentang Vietnam meskipun terdapat pandangan menyatakan kedua-dua pemain itu tidak sesuai bergandingan kerana berada di posisi yang sama.
Sumareh dan Safawi merupakan pemain sayap kanan dan jika diturunkan bersama, Cheng Hoe terpaksa meletakkan Safawi di bahagian kiri. Posisi itu menyukarkannya untuk beraksi cemerlang.
“Memang benar, kalau dua-dua pemain ini diturunkan mereka akan bertukar posisi. Kalau Safawi duduk kanan, Sumareh akan duduk kiri. Kalau Sumareh kanan, Safawi akan duduk kiri.
“Kedua-dua pemain ini memang memiliki kekuatan di sebelah kanan tetapi mereka boleh menyesuaikan diri jika diturunkan bersama tetapi untuk aksi menentang Vietnam kami belum putuskan kesebelasan utama,” katanya. 
Terdahulu, bekas jurulatih kebangsaan, Dollah Salleh menyarankan Cheng Hoe untuk memilih salah seorang di antara Sumareh atau Safawi untuk berada dalam kesebelasan utama.
Saranan itu dibuat selepas mendapati gandingan tersebut yang beraksi di posisi sayap kiri dan kanan kurang serasi sepanjang di Dubai dan perlu dipisahkan. 
"
Cheng Hoe kehilangan bapa beberapa jam sebelum jumpa Vietnam;"
PETALING JAYA: Berat mata memandang, berat lagi bahu memikul.
Itu dugaan yang dihadapi Ketua Jurulatih Harimau Malaya, Tan Cheng Hoe apabila kehilangan bapanya beberapa jam sebelum membawa Malaysia berdepan tugas getir menentang Vietnam dalam kelayakan Piala Dunia 2022/Piala Asia 2023 di Dubai awal pagi esok (12.45 pagi Sabtu waktu Malaysia).
Menurut Persatuan Bolasepak Malaysia (FAM), bapa Cheng Hoe, Tan Chooi Siak menghembuskan nafas terakhir pada usia 95 tahun akibat sakit tua di kediaman mereka di Taman Pelangi, Alor Setar, sebentar tadi.

“FAM mengucapkan takziah kepada ketua jurulatih kebangsaan, Tan Cheng Hoe atas pemergian bapanya, Tan Chooi Siak, 95 pada hari ini, Jumaat 11 Jun 2021.
“Semoga pemain dapat balas kepercayaan dengan kemenangan malam ini,” tulis FAM dalam satu kenyataan.
Utusan Malaysia difahamkan, Cheng Hoe, yang baru menyambut ulang tahun ke-53 pada 30 Mei lalu tidak akan pulang ke tanah air, sebaliknya kekal bersama skuad kebangsaan sehingga tamat perlawanan menentang Thailand pada 16 Jun ini
"
Manchester City sedia ‘korban’ Sterling, Mahrez;"
LONDON: Raheem Sterling mengetuai senarai pemain yang bakal dilepaskan Manchester City pada pasaran perpindahan bulan depan ketika Pep Guar­diola merancang untuk membina skuad ‘era’ baharu dengan barisan lebih segar.
Juara Liga Perdana Inggeris itu merancang untuk mengukuhkan pasukan tanpa mengambil kira apa keputusan final Liga Juara-Juara menentang Chelsea.
Sejak akhir musim lalu, Sterling sering gagal mendapat tempat dalam kesebelasan utama dan menurut akhbar Daily Mail, Guardiola sedia menerima sebarang tawaran buat pemain berusia 26 tahun itu.
Bintang sayap England itu bukan satu-satunya nama besar yang sedia dilepaskan. City juga akan mengorbankan pemain sayap yang cukup menyinar musim ini, Riyad Mahrez.
Mahrez, 30, cemerlang sejak akhir-akhir ini, terutama ketika City menyingkirkan Paris Saint-Germain dalam separuh akhir Liga Juara-Juara, namun skuad Citizens akan melepaskannya jika menerima tawaran sesuai.
Kedudukan penyerang ­Brazil, Gabriel Jesus dan bek tengah Perancis, Aymeric Laporte juga goyah.
Arsenal difahamkan berminat mendapatkan Sterling dan Mahrez. Pengendali Gunners, Mikel Arteta bekerja sama de­ngan kedua-dua pemain ketika menjadi pembantu Guardiola di City.
Bagaimanapun tuntutan kewangan yang tinggi, selain tidak melayakkan diri ke pentas Eropah menyebabkan kelab London itu mungkin berdepan kesukaran untuk membawa ­bintang.
Barcelona dan Real ­Madrid sudah lama berminat de­ngan Sterling, justeru Sepanyol mungkin menjadi destinasi seterusnya jika dia dilepaskan oleh kelab. – AGENSI
"
Neville pilih Perancis juara Euro 2020;"
LONDON: Bekas bintang England, Gary Neville percaya Perancis memiliki kekuatan untuk merangkul kejuaraan Euro 2020.
Neville berkata, skuad kendalian Didier Deschamps memiliki barisan pemain terbaik untuk menjulang trofi kejuaraan itu buat kali ketiga.
Aksi pembukaan esok akan menampilkan Turki menentang Itali dan kejohanan yang memakan masa sebulan itu akan berakhir dengan aksi final di Stadium Wembley pada 12 Julai ini.
“Saya tidak boleh mengabaikan Perancis, memang tidak boleh. Mereka ada mentaliti untuk menang, personaliti setiap pemain selain kepantasan permainan serta kebijaksanaan semasa di dalam padang.
“Mereka boleh menentang mana-mana pasukan tidak kira dari segi taktikal atau pasukan yang gemar menguasai permainan kerana mereka merupakan pasukan yang bijak.
“Pasukan mereka boleh berubah-ubah dari segi taktikal. Tidak kisah mana-mana pemain yang beraksi. Secara fizikal mereka sangat kiat dan penyudah mereka sangat efisyen.
“Memang Perancis adalah pilihan terbaik untuk menang,” katanya.-AGENSI
"
England perlu menyerang – Mourinho;"
LONDON: Jose Mourinho menyarankan Gareth Southgate untuk menggunakan pendekatan menyerang ketika berdepan Croatia dalam aksi pembukaan pasukan itu dalam saingan Euro 2020.
Bekas pengendali Tottenham itu berkata, pasukan kendalian Southagte perlu mendominasi permainan dan mengawal segala pergerakan Croatia dalam perlawanan itu kerana mereka memiliki kelebihan dari segi pemain.
“England memiliki pemain tengah yang bagus, jadi pendekatan menyerang adalah lebih bagus berbanding menggunakan lima pertahanan seperti yang selalu digunakan.
“Saya akan memilih empat pertahanan iaitu John Stones, Tyrone Mings, Kyle Walker dan Ben Chilwell serta Dean Henderson di bahagian gawang.
“Di bahagian tengah saya memilih Kalvin Phillips dan Delan Rice manakala di bahagian sayap kiri saya akan meletakkan Jack Grealish kerana dia sangat bagus di bahagian itu dan mengingatkan saya kepada Luis Figo selain Phil Foden di bahagian kanan.
“Bahagian tengah menyerang akan menjadi milik Mason Mount dan penyerang utama adalah Harry Kane,” kata Mourinho.
Meskipun memiliki barisan pemain berbakat, namun pengendali Portugal itu tidak yakin skuad Three Lions mampu meraih kejuaraan dalam saingan kali ini.
“Saya tidak yakin untuk mereka menjadi juara tetapi berpotensi,” katanya.-AGENSI
"
Kita tunggu ‘vaksin’ Harimau Malaya;"
DUA kali melayakkan diri ke Sukan Olimpik iaitu pada tahun 1972 di Munich, Jerman dan 1980 di Moscow, Rusia. Menang pingat emas pada tahun 2009 dalam pesta kejohanan Sukan Asia Tenggara (SEA) di Vientiane, Laos dan pada tahun 2010 pula juara Piala AFF Asean. Kecemerlangan terus dicipta selepas berjaya mempertahankan pingat emas pada Sukan Asia Tenggara 2011.
Lapan tahun kemudian, pasukan bola sepak Malaysia dengan laungan ‘Harimau Malaya’ sekali lagi melangkah ke final Piala AFF Suzuki 2018, bagaimanapun tewas kepada Vietnam dengan agregat 2-3.
Sejarah ringkas kemasyhuran bola sepak negara sengaja ‘diimbas’ sebagai obor untuk membakar semangat skuad kebangsaan kita yang bakal menentang seteru lama, Vietnam pada perlawanan Kumpulan G pusingan kedua Kelayakan Piala Dunia 2022/Piala Asia 2023 di Stadium Al Maktoum, Dubai, Emiriah Arab Bersatu (UAE) malam ini.
Pada perlawanan kelayakan pusingan pertama menentang UEA di Dubai 4 Jun lalu, skuad kendalian ketua jurulatih, Tan Cheng Hoe kecundang dengan jaringan 0-4 – kekalahan yang mengundang kemarahan ramai peminat sukan nombor satu dunia ini.
Bagi mereka, penampilan enam pemain ‘kacukan dan naturalisasi’ ini yang dihadirkan untuk memperkuatkan skuad kebangsaan cukup mengecewakan, aksi yang diharapkan ‘keras dan mengancam’ rupa-rupanya hanya ‘lenggang kangkung’. Ada juga netizen yang kata, tidak berbaloi beri kerakyatan jika aksi yang dipamerkan hambar, lembik dan tidak agresif.
Malam ini adalah peluang terbaik Cheng Hoe dan barisan pemain didiknya menimbus kembali coretan dan nukilan kecewa peminat dengan kekalahan empat gol tanpa balas ketika menentang UEA. Ramai percaya skuad kebangsaan mampu menjadikan Vietnam sebagai tempat melampias dendam kekalahan sebelum ini.
Dalam pertemuan empat kali dengan Vietnam sepanjang Cheng Hoe menjadi ketua jurulatih, skuad Harimau Malaya kecundang tiga kali dan seri sekali kepada skuad Naga Emas ini. Dan aksi menentang Vietnam malam ini, akan menjadi pertemuan kelima.
Cheng Hoe sudah pasti mencaturkan taktikal dan strategi jitu selain mengharapkan pemain beraksi sepenuh ‘jiwa’ dalam misi menghidupkan peluang selain mahu memadamkan ‘mimpi ngeri’ dengan mengalahkan pasukan pimpinan ketua jurulatih warga Korea, Park Hang-seo.
Namun, jurulatih dan para pemain skuad negara jangan memandang ‘enteng’ dan harus mengakui bukan mudah untuk menumpaskan Vietnam yang terkenal dengan semangat juang tinggi. Dengan percaturan dan strategi, disiplin yang diserapkan oleh Hang-soe kepada pemain-pemainnya sudah pasti mewujudkan ‘benteng konkrit’ yang perlu dirobohkan oleh barisan serangan negara.
“Saya rakyat Korea yang diberikan tanggungjawab mengendalikan pasukan kebangsaan Vietnam. Jika gagal mendapat keputusan cemerlang, saya akan kemas beg dan pulang ke rumah. Itu saya tak dapat elak.” Begitulah tingginya disiplin yang ditunjukkan oleh Hang-seo.
Kita percaya dan yakin bahawa Cheng Hoe juga sependapat dengan Hang-soe. Memberi dan mengharap yang terbaik untuk pasukan dan negara. Walaupun sedar halangan yang menanti bukan rapuh. Pasukan yang bakal dilawan malam ini bukan pasukan belasahan, malah skuad Naga Emas ini semakin menunjukkan prestasi cemerlang.
Dalam media sosial, para netizen kini sudah siap menyediakan ruang untuk catatan keputuan malam ini. Aksi semua pemain terutama pemain ‘kacukan dan naturalisasi’ diharap tidak ‘replay’ aksi ketika menentang UEA.
Tatkala rakyat Malaysia kini dimendungi wabak Covid-19, kita mengharapkan skuad Harimau Malaya membawa ‘vaksin’ untuk kita.
#HarimauMalayaboleh! – UTUSAN
"
Pemain Belgium bagai hilang keyakinan ;"
ST. PETERSBURG: Kedudukan Belgium sebagai pasukan No. 1 dunia tidak menjamin negara itu mempunyai peluang yang baik dalam Euro 2020, malah pemainnya sendiri seperti hilang keyakinan untuk menghadapi kejohanan itu.
Apa yang merundung skuad Red Devils itu adalah tiga trio utamanya mungkin tidak dapat beraksi dalam beberapa perlawanan bermula pembukaan menentang Rusia di St. Petersburg, Ahad pagi. 
Dua pemain veteran pasukan itu, Jan Vertonghen dan Dries Mertens mengakui Belgium tidak menjadi pasukan pilihan, sebaliknya England dan Perancis dilihat menjadi tumpuan dalam Euro kali ini.
“Kami tidak rasa pasukan ini akan menjadi pilihan dalam Euro 2020, namun tetap yakin berada tidak jauh daripada tanggapan itu.
“Walaupun England dan Perancis dilihat sebagai pasukan pilihan, tetapi kami yakin untuk menewaskan mereka sebab kedua-duanya pernah ditundukkan beberapa kali sebelum ini,” kata mereka.
Belgium akan memulakan kempennya menentang Rusia dalam Kumpulan B pada awal pagi Ahad ini dengan dengan cabaran tanpa Kevin De Bruyne, Axel Witsel serta ketua pasukan, Eden Hazard.
Walau bagaimanapun, penyerang Inter Milan, Romelu Lukaku dilihat mereka sebagai pemain harapan untuk memberi berita baik kepada peminat Red Devils dalam perlawanan pembukaan nanti. – AGENSI
"
De Paula ketuai serangan Harimau Malaya;"
PETALING JAYA: Harimau Malaya membuat dua pertukaran pemain dalam kesebelasan utama dengan mengekalkan sembilan pemain daripada skuad yang tewas 4-0 kepada Emiriah Arab Bersatu (UAE) berdepan Vietnam pada saingan kelayakan Piala Dunia 2022/Piala Asia 2023 sebentar nanti.
Guilherme de Paula terus diberi kepercayaan untuk mengetuai jentera serangan manakala Dion Cools dan membentuk gandingan di pertahanan tengah bersama ketua pasukan, Aidil Zafuan Abd. Razak.
Pemain naturalisasi, Liridon Krasniqi diletakkan di bangku simpanan bersama Nor Azam Azih, digantikan dengan Syafiq Ahmad dan Brendan Gan.
Corbin-Ong dan Matthew Davies masing-masing mengisi bek kiri serta kanan, manakala Farizal Marlias diberi tanggungjawab menggalas tugas penjaga gol.
Melengkapkan pasukan Safawi Rasid (sayap kanan), Syamer Kutty (tengah bertahan) dan Mohamadou Sumareh (sayap kiri).
Anak-anak buah Tan Cheng Hoe turun dengan misi memburu kemenangan untuk mencerahkan peluang melayakkan diri ke pusingan ketiga kelayakan Piala Dunia dan pusingan akhir Piala Asia.
Vietnam pula turun tanpa dua tonggak tengah,  Nguyen Quang Hai dan Nguyen Tuan Anh namun situasi itu tidak memberi kerisauan buat pengendali skuad Naga Emas,  Park Hang-Seo .
Selamat berjuang Harimau Malaya!!!
"
Harimau Malaya kalah melawan;"
PETALING JAYA :  Walaupun tewas 1-2 kepada Vietnam namun pujian harus diberikan kepada skuad Harimau Malaya yang mempamerkan aksi cukup bersemangat dalam aksi kelayakan Piala Dunia 2022/Piala Asia 2023 di Stadium Al Maktoum, sebentar tadi.
Kekalahan itu sekali gus menutup peluang negara untuk mara ke peringkat seterusnya bagi kelayakan Piala Dunia dan akan melengkapkan aksi terakhir kumpulan G menentang Thailand 16 Jun nanti.
Turun dengan misi ‘wajib’ menang,  Malaysia mempamerkan aksi cukup bertenaga sebaik sahaja wisel ditiup namun gagal mencipta peluang untuk menguji penjaga gol Vietnam, Bui Tan Truong.
Sebaliknya, skuad Naga Emas hampir memperolehi gol pembukaan namun penyerang, Nguyen Tien Linh gagal melakukan tampanan dengan baik selepas menerima hantaran lintang rendah daripada Doan Van Hau pada minit ke-16.
Empat minit kemudian, giliran pasukan negara menguji gawang lawan menerusi percubaan Syafiq Ahmad pada minit ke-19 namun tepat ke dakapan Truong.
Bermula menerusi sepakan penjuru pada minit ke-27, tandukan kencang Tien Linh berjaya membuka gol pembukaan untuk meletakkan skuad kendalian Park Hang Seo mendahului skuad negara.
Malaysia hampir menyamakan kedudukan menerusi tandukan Syafiq yang menerima hantaran jauh Matt Davies namun ketangkasan Truong berjaya memastikan gawangnya tidak dibolosi pada minit ke-39.
Giliran Safawi Rasid untuk menguji penjaga gol lawan berusia 35 tahun itu menerusi sepakan bola mati namun sekali kali berjaya dinafikan Truong. 
 

Bersambung babak kedua, pengendali negara Tan Cheng Hoe melakukan dua pertukaran dengan memasukan Akhyar Rashid dan Nazmi Faiz Mansor menggantikan Safawi serta Syafiq bagi menambah tenaga baharu dalam pasukan.
Penyerang naturalisasi negara, Guilherme de Paula turut mempunyai peluang keemasan menjaringkan gol penyamaan tetapi gagal memanfaatkan umpanan Nazmi pada minit ke-60.
Vietnam hampir memperolehi gol kedua pada minit ke-65 namun percubaan Nguyen Trong Hoang sekadar melintasi tiang gol kanan yang dikawal Farizal Marlias.
Kekasaran Van Hau ke atas de Paula berjaya menghadiahkan tendangan penalti buat negara dan sepakan itu disempurnakan dengan baik oleh penyerang kelahiran Brazil tersebut untuk menyamakan kedudukan pada minit ke-72.
Tindakan Brendan Gan melakukan kekasaran ke atas penyerang Vietnam, Nguyen Van Toan dari belakang mengakibatkan pengadil perlawanan, Ryuji Sato menghadiahkan sepakan penalti, dan peluang itu mudah disempurnakan kapten pasukan, Que Ngoc Hai pada minit ke-73 untuk kembali mendahului.
Kemenangan itu menyaksikan Vietnam terus mengukuhkan kedudukan sebagai pendahulu kumpulan G dengan 17 mata mengatasi pencabar terdekat, Emiriah Arab Bersatu (UAE) yang mengutip 15 mata selepas mencatat kemenangan 5-0 ke atas Indonesia pada hari yang sama.
Skuad negara dijadualkan bertemu Thailand pada tengah malam Rabu depan manakala Vietnam akan menentang UAE.- UTUSAN
 
"
Itali mulakan Euro dengan meyakinkan;"
ROME: Kejutan yang dijangkakan hadir daripada Turki tidak menjadi kenyataan, sebaliknya Itali memenuhi reputasi sebagai pasukan pilihan apabila menang 3-0 dalam aksi pembukaan hari ini.
Beraksi setahun lewat daripada jadual asal akibat pandemik Covid-19, skuad Azzurri tampak bersemangat ketika memulakan saingan Kumpulan A.

Kesemua gol hadir pada babak kedua perlawanan di Stadium Olimpico yang menyaksikan kehadiran suku penyokong daripada kapasiti penuh stadium.
Jaringan sendiri Merih Demiral meletakkan Itali di depan pada minit ke-53.
Dua bintang Azzurri, Ciro Immobile dan Lorenzo Insigne masing-masing meledak  gol untuk melengkapkan kemenangan selesa skuad bimbingan Roberto Mancini.
Itali akan berdepan Switzerland dalam perlawanan kedua, Khamis depan manakala Turki bertemu Wales. – AGENSI
"
Penyokong Harimau Malaya lebih ‘sopan’ kritik;"
PETALING JAYA: Harimau Malaya kalah lagi dalam kempen kelayakan Piala Dunia 2022/Piala Asia 2023 dan terkeluar dari persaingan merebut tiket ke pusingan ketiga kelayakan Piala Dunia selepas tumpas 1-2 kepada Vietnam malam tadi.
Bagaimanapun berbanding ketika dibelasah 4-0 oleh Emiriah Arab Bersatu (UAE) minggu lalu, kecaman yang dilempar terhadap pasukan, terutama pemain naturalisasi, Guilherme de Paula yang menjaringkan gol tunggal Malaysia menerusi sepakan penalti sedikit ‘lembut’.
Kritik tetap kritik, namun penggunaan bahasa penyokong lebih ‘sopan’ sama ada kerana Harimau Malaya menunjukkan permainan melawan sebelum kalah atau menghormati ketua jurulatih, Tan Cheng Hoe yang kematian bapa beberapa jam sebelum perlawanan.
“Tahniah pasukan Malaysia. Dah buat yangg terbaik dari pengurusan dan pemain, tapi nak buat lagu mana, bukan rezeki kita nak menang lagi,” tulis pengguna Facebook, Mazlan Baharum dalam Utusan Online.
“Macam kurang sangat yang hentam kesilapan Brendan (Gan) bagi penalti ya, entah kenapa…Sedangkan pada masa tu, tempo menyerang kita lebih baik daripada Vietnam,” kata Shamsul Nizam J.
“Striker (penyerang) tak ada yang betul-betul tajam. Satu lagi Akhyar (Rashid) ditolak semasa membuat tandukan depan gol, tetapi pemain Vietnam terjatuh tanpa kontak yang jelas telah diberi penalti,” kata pemilik akaun Hasbullah Salleh.
“Safawi (Rasid) takleh gi (pergi), Akhyar pun sama. Beberapa prlwanan terakhir ni sayap Malaysia dah tak ada fungsi. Bagus lagi kalau TCH (Tan Cheng Hoe) cari pemain yg boleh control game berbanding pemain sayap yang takda idea mcm mana nak lepas daripada pertahanan tepi lawan,” tulis Azizul Basrah.
KESEBELASAN utama Harimau Malaya ketika menentang Vietnam.Jurulatih kena lebih peka dalam pemilihan pemain. Siapa yg patut diambil dan siapa tidak patut diambil untuk mewakili Malaysia. Pemain tempatan pun ada yang lagi bagus daripada pemain natrulisasi,” komen Noor Asmadi Osman.
Bagaimanapun, ada juga peminat yang mempersoalkan tindakan De Paula berlari laju ke tepi padang dan menuju ke kamera ketika meraikan jaringannya pada minit ke-72.
“De paula lebih laju berlari semasa raikan gol berbanding semasa dalam perlawanan,” tulis Zainalabidin Hizmi.
“Terkejut aku tengok De Paula tu bole pula lari laju lepas score gol, dah tu dia punya celebrate dah mcm menang cup (piala),” kata Shaiful Nizar.


“Game play De paula langsung tak mencabar benteng pertahanan Vietnam. Rasanya striker paling lemah dan tak function aku tengok .. sekadar gembira dapat meraikan goal penalti dan boleh berlari laju selepas menjaringkan goal penalti,” komen Syafiqs Nasruddin.



“Baru score sebijik dah jerit-jerit, baling-baling air bagai.. bukan buat menang pun penalti ko tu.. puiii…” tulis Azlan Zamzuri.
"
Djokovic tamatkan penguasaan ‘Raja Tanah Liat’;"
PARIS: Novak Djokovic menamatkan penguasaan hebat Rafael Nadal pada kejohanan tenis Terbuka Perancis apabila melakar kemenangan empat set pada separuh akhir sebentar tadi.
Pemain No. 1 dunia dari Serbia itu bangkit daripada ketinggalan untuk menang 3-6, 6-3, 7-6 (7-4), 6-2, sekali gus mengakhiri dominasi ‘Raja Tanah Liat’, Nadal sejak empat tahun lalu.
Turun untuk memburu kejuaraan buat kali ke-14, Nadal sebaliknya mengalami kekalahan ketiga dalam 108 penampilan di Terbuka Perancis.
Djokovic, 34, kini perlu segera menyegarkan semula badannya untuk berdepan lawan yang lebih muda, Stefanos Tsitsipas dalam final esok.
STEFANOS Tsitsipas mengalahkan Alexander Zverev dalam pertarungan sengit lima set.Pemain berusia 22 tahun dari Greece itu melangkah ke final Grand Slam pertamanya dengan menewaskan bintang Jerman, Alexander Zverev dalam pertarungan epik lima set.
Tsitsipas, pilihan kelima kejohanan menang 6-3, 6-3, 4-6, 4-6, 6-3 dalam pertarungan berkualiti tinggi yang ditonton lebih 5,000 peminat.
“Anda perlu mempamer aksi terbaik jika mahu menang ke atas Rafa di gelanggang ini.
“Malam ini, saya memberikan permainan tenis terbaik,” kata Djokovic, yang memburu gelaran Grand Slam ke-19. – AGENSI
"
‘Xavi’ Beseri sedia ke Brazil;"
KANGAR: Bakat istimewa Uzzair Zayyan Naimulddin, kanak-kanak berusia 12 tahun dari Beseri di sini yang diterima masuk ke Akademi Bola Sepak Cruzeiro Brazil-British International School Phuket (BISP) sudah dikesan sejak berusia enam tahun.
Dia mengakui, tidak mahu melepaskan peluang berlatih di Akademi Cruzeiro itu untuk memantapkan kemahiran, teknik dan mencari pengalaman di pentas antarabangsa sebelum bergelar pemain profesional.
“Permohonan untuk memasuki akademi tersebut sudah dibuat sejak tahun lalu dan perlu melalui beberapa proses termasuk menghantar video semasa bermain bola sepak, temu bual berkaitan sukan tersebut dan akademik.
“Kebiasaannya, proses ini dilakukan bersemuka tetapi kerana Covid-19, semua dilakukan secara dalam talian. Saya memang tidak menyangka diterima masuk kerana semasa sesi temu bual saya berasa gementar.
“Peluang ini, diharap dapat membuka peluang kepada saya untuk menjadi pemain bola sepak profesional seperti idola saya iaitu bekas pemain Barcelona, Xavi Hernandez dan bekas pemain negara, Safee Sali,” katanya kepada Utusan Malaysia.
UZZAIR Zayyan (kanan) diterima masuk ke Akademi Bola Sepak Cruzeiro Brazil – British International School Phuket (BISP), Ogos depan. – UTUSANKelmarin, Utusan Malaysia melaporkan, cita-cita seorang pelajar berusia 12 tahun dari Beseri di sini untuk menjadi pemain bola sepak professional semakin cerah apabila diterima masuk ke Akademi Bola Sepak Cruzeiro Brazil -BISP pada Ogos depan.
Uzzair Zayyan yang merupakan pelajar Sekolah Kebangsaan (SK) Seri Tunjong, Beseri diserap di bawah Program High Performance Team (HPT) dan mendapat biasiswa sukan (bola sepak) berjumlah RM120,000 setahun yang dikendalikan di bawah Akademi Bola Sepak Cruzeiro Brazil.
Sementara itu, bapanya, Naimulddin Haron, 42, akan terus memberi sokongan kepada anaknya itu untuk mengejar cita-cita dan berharap anaknya tidak akan meninggalkan bidang akademik.
“Alhamdulillah, walaupun aktif bersukan, Uzzair masih memberi tumpuan dalam kelas semasa belajar. Terlibat dalam sukan ini juga menjadikannya lebih berdisiplin, dapat mengawal panas baran dan juga dapat membuat keputusan dengan baik,” katanya yang juga Guru Besar SK Titi Tinggi.
"
