title;text
‘Ini sebabnya saya tinggalkan Real Madrid’;"
MADRID: Zinedine Zidane mendedahkan dia meletak jawatan sebagai pengurus Real Madrid minggu lalu kerana berasakan gergasi bola sepak Sepanyol itu tidak lagi meyakini dirinya.
Legenda bola sepak Perancis dan Real itu membuat pengakuan tersebut dalam satu surat terbuka yang ditujukan kepada peminat hari ini.
“Saya pergi (tinggalkan kelab) kerana saya merasakan kelab tidak lagi percayakan saya dan tidak menawarkan sokongan untuk saya membina sesuatu dalam jangka sederhana mahupun panjang.
“Saya lahir sebagai juara dan saya berada di sini untuk memenangi piala, namun apa yang lebih penting daripada ini adalah terdapat manusia, emosi mereka, kehidupan dan saya merasakan perkara ini tidak dihargai.
“Mereka gagal memahami bahawa semua perkara ini turut mambantu mengekalkan dinamik kelab hebat ini. Sampai satu tahap, saya malah ditegur kerana perkara itu.
“Semua yang saya bina setiap hari, apa yang saya berikan demi hubungan dengan pemain…sudah dilupakan. Saya pergi tetapi saya tidak melompat dari kapal dan saya tidak penat dengan bidang kejurulatihan,” tulisnya dalam surat yang disiarkan oleh akhbar sukan harian, AS.
Buat kali pertama dalam tempoh 11 tahun, Real menutup musim ini tanpa sebarang trofi, keputusan yang sukar diterima oleh kelab gergasi yang sudah merangkul 13 kejuaraan Eropah dan 34 gelaran La Liga.
Memasuki musim 2020/2021 sebagai juara bertahan, skuad Los Blancos bagaimanapun menutup kempen selaku naib juara di belakang jiran mereka, Atletico Madrid, selain tewas kepada Chelsea pada separuh akhir Liga Juara-Juara.
Lebih memburukkan keadaan, tiada seorangpun pemain Real disenaraikan dalam skuad Sepanyol ke Kejohanan Eropah (Euro) terpaksa ketua pasukan paling berpengaruh, Sergio Ramos. – AGENSI
"
‘Sudah 15 tahun saya berkerja keras untuk detik ini’;"
PORTO: Kai Havertz berkata, sudah 15 tahun dia bekerja keras untuk menantikan detik menjulang kejuaraan Eropah selepas jaringan tunggalnya membantu Chelsea menumpaskan Manchester City 1-0 dalam perlawanan akhir hari ini.
Havertz, 21, meledak gol kemenangan pada minit ke-42 iaitu jaringan pertamanya buat Blues dalam kempen Liga Juara-Juara, sekali gus menghadiahkan trofi Eropah kedua buat kelab London itu, sembilan tahun selepas mengalahkan Bayern Munich.
“Saya hilang kata-kata, sudah terlalu lama saya menunggu. Saya bekerja keras selama 15 tahun untuk menantikan detik ini, saya benar-benar teruja,” kata penyerang Jerman itu kepada BT Sport.
Kapten Blues, Cesar Azpilicueta memuji aksi cemerlang bintang muda berusia 21 tahun itu yang beraksi tanpa rasa gugup biarpun menjejakkan kaki di pentas akhir Eropah buat kali pertama.
“Mentaliti Havertz sangat hebat, dia bakal menjadi bintang besar. Lariannya sangat hebat, dia berhak muncul wira pasukan.
“Saya datang ke sini selepas kami menjuarai Liga Juara-Juara pada 2012. Berjaya mengulangi pencapaian sembilan tahun lalu sesuatu yang menakjubkan.
“Seluruh keluarga saya turut berada di sini hari ini. Ia detik yang amat istimewa,” katanya.
KAI Havertz melakukan larian deras sebelum menewaskan penjaga gol lawan, Ederson untuk meledak gol kemenangan Chelsea. – AFPBintang tengah Perancis, N’Golo Kante dinobat sebagai pemain terbaik perlawanan akhir selepas mempamer aksi ‘tidak kenal penat’ dan merencanakan gerakan-gerakan bahaya Blues.
“Amat menakjubkan. Keputusan ini memerlukan kerja keras dan selepas mengharungi musim sukar, ia berakhir dengan kejayaan hasil kerjasama seluruh pasukan.
“Kami pernah menderita, kami berjuang hingga ke akhirnya dan kami dihadiahkan dengan kemenangan,” kata Kante kepada RMC Sport.
Pemain berusia 30 tahun itu juga memuji impak yang dibawah masuk Thomas Tuchel sejak mengambil alih Chelsea daripada Frank Lampard, Januari lalu.
Selain muncul juara Eropah, Blues turut menutup kempen Liga Perdana Inggeris di tangga keempat dan muncul naib juara Piala FA biarpun berada dalam keadaan terumbang ambil pada awal tahun.
“Kehadiran jurulatih baharu merubah segalanya. Dia melakukan perubahan taktik dan memerlukan usaha keras kami untuk menerapkan pedekatannya,” kata Kante. – AGENSI
"
Pasukan Liga M boleh berlatih secara berpusat;"
PETALING JAYA: Pasukan Liga Malaysia (Liga M) boleh meneruskan latihan, namun secara ‘camp-based training’ atau berpusat sepanjang tempoh pelaksanaan Perintah Kawalan Pergerakan (PKP) yang bermula esok hingga 14 Jun.
Ketua Pegawai Eksekutif Liga Bola Sepak Malaysia (MFL), Datuk Ab. Ghani Hassan berkata, hanya latihan berpusat dibenarkan bagi fasa pertama PKP, manakala aktiviti lain seperti perlawanan persahabatan atau rentas daerah dan negeri tidak dibenarkan.
Katanya, MFL berterima kasih di atas keperihatinan pihak Majlis Keselamatan Negara (MKN), Kementerian Kesihatan (KKM) dan Kementerian Belia dan Sukan (KBS) untuk memberi kelulusan kepada pasukan Liga M meneruskan latihan ketika sekatan pergerakan penuh fasa pertama.
“Ia pasti banyak membantu pasukan khususnya JDT (Johor Darul Ta’zim) yang akan mengharungi Liga Juara-Juara Asia (ACL) bermula 21 Jun, manakala KDA FC dan Terengganu (Piala AFC) pada 22 Jun.
“Sehubungan itu, MFL menggesa semua pasukan memberi kerjasama yang baik agar mematuhi SOP yang dikuatkuasakan serta memberi kerjasama kepada agensi kerajaan dan komisioner perlawanan dilantik yang ditugaskan untuk memantau pelaksanaan SOP (prosedur operasi standard) di peringkat pasukan.
“Sebarang kecuaian atau pelanggaran SOP akan mengakibatkan pasukan boleh dikenakan tindakan oleh MFL atau kerajaan di bawah Akta 342 (Akta Pencegahan Dan Pengawalan Penyakit Berjangkit 1988),” katanya dalam satu kenyataan hari ini.
Setakat ini, empat pasukan Liga Super iaitu JDT, Kedah, Terengganu dan UiTM FC serta dua kelab Liga Perdana, Terengganu II serta PDRM FC sudah mendapat kelulusan MFL untuk mengadakan latihan camp-based training.
"
Cools kuatkan benteng Harimau Malaya;"
PETALING JAYA: Teka-teki mengenai kehadiran pemain ke-26 Harimau Malaysia akhir terjawab selepas pemain kacukan Malaysia-Belgium, Dion Cools diperkenalkan oleh Presiden Persatuan Bolasepak Malaysia (FAM), Datuk Hamidin Mohd. Amin hari ini.
Kehadiran pemain berusia 25 tahun yang beraksi dalam Superliga Denmark bersama FC Midtylland adalah untuk menguatkan benteng skuad kebangsaan sepanjang kelayakan Piala Dunia 2022/Piala Asia 2023 di Emiriah Arab Bersatu (UAE).
Cools antara pemain Asia yang merasai pentas Liga Juara-Juara musim ini dan berdepan beberapa kelab terkemuka Asia seperti Liverpool, Ajax Amsterdam dan Atalanta.
Pengumuman kehadiran tonggak pertahanan kacukan Belgium-Malaysia itu dibuat oleh Hamidin  menerusi media sosial FAM hari ini.
“Alhamdulillah, pemain berdarah campuran Malaysia-Belgium, Dion Cools sudah bersama pasukan di Dubai, UAE, hari ini dan secara rasmi sah diumum sebagai pemain ke-26 dalam skuad Harimau Malaya.
“Ini berikutan selepas segala proses dokumentasi di peringkat Fifadan AFC, terutamanya berhubung status kelayakannya, pendaftaran dan lain-lain sudah selesai.
“Dengan kehadirannya, ia akan dapat memberi nilai tambah serta memperkasakan lagi pasukan Harimau Malaya.
“Harapan saya kepada seluruh rakyat Malaysia terutamanya penyokong setia Harimau Malaya, doakan pasukan kita ini untuk beroleh kejayaan. Amin,” kata Hamidin.
DION Cools mengawal penyerang Liverpool, Mohamed Salah ketika beraksi dalam Liga Juara-Juara.Cools dilihat mampu mengukuhkan pertahanan negara sama ada di bahagian kanan atau tengah untuk digandingkan dengan kapten, Aidil Zafuan Abdul Radzak.
Antara kelemahan terbesar pasukan negara adalah pertahanan rapuh apabila Malaysia dibolosi enam gol dalam dua aksi persahabatan ketika menentang Kuwait dan Bahrain.
Harimau Malaya tewas 1-4 dan 0-2 kepada Kuwait serta Bahrain. Skuad negara dijadual mengharungi kempen kelayakan bermula bertemu UAE sebelum turun menentang Vietnam dan Thailand, dengan masing-masing berlangsung awal pagi Jumaat ini, 12 Jun dan 16 Jun pada jam 12.30 pagi waktu Malaysia.
Sementara itu, Setiausaha Agung FAM, Stuart Ramalingam berkata, proses penukaran status pasukan Cools dari Belgium ke Malaysia sebenarnya sudah berjalan lama selepas pemain itu sendiri menyatakan minat dan bersetuju memilih Malaysia sebagai negara ingin diwakilinya di peringkat senior.
Jelasnya, biarpun mewakili Belgium bagi skuad B-18, B-19 dan B-21 negara berkenaan, Cools masih layak menyarung jersi Harimau Malaya namun perlu mendapatkan kelulusan Jawatankuasa Status Pemain FIFA dengan syarat tidak pernah beraksi bersama skuad senior kebangsaan Belgium.
"
Osaka tarik diri Terbuka Perancis;"
PARIS: Pemilik empat kejuaraan Grand Slam, Naomi Osaka menarik diri daripada kejohanan tenis Terbuka Perancis hari ini susulan kontroversi enggan bercakap kepada media.
Pemain No. 2 dunia dari Jepun itu mengumumkan perkara tersebut menerusi Twitter sambil menjelaskan dia mengalami ‘tekanan berpanjangan’ sejak menjuarai Grand Slam pertamanya di Terbuka Amerika Syarikat (AS) 2018.
“Saya tidak pernah mahu menjadi pencetus masalah dan saya terima tindakan saya ini mungkin tidak sesuai tetapi mesej saya adalah jelas.
“Saya berdepan tekanan berpanjangan sejak menjuarai Terbuka AS 2018 dan benar-benar bergelut mengatasinya,” katanya dalam kenyataan teresebut.
Pada Ahad lalu, Lembaga Grand Slam mendenda pemain berusia 23 tahun itu AS$15,000 (RM62,000) kerana tidak memasuki sidang akhbar selepas memenangi pusingan pembukaan ke atas Patricia Maria Tig dari Romania.
Pihak Grand Slam pada hari turut memberi amaran kepada Osaka, dia boleh disingkirkan bukan saja daripada Terbuka Perancis, malah semua kejohanan Grand Slam jika berterusan memboikot media.
Minggu lalu, Osaka mengumumkan tidak akan menyertai sebarang sidang akhbar sepanjang Terbuka Perancis dengan memberi alasan ‘demi kesihatan mental’.
“Apabila tiba masa sesuai saya akan bekerjasama dengan Jelajah bagi membincangkan kaedah lebih baik kepada pemain, media dan penyokong,” katanya.
"
Bahrain beri khabar gembira buat bola sepak wanita, futsal Malaysia;"
PETALING JAYA: Perlawanan persahabatan Harimau Malaya menentang Bahrain membuka lembaran baharu kerjasama Persatuan Bolasepak Malaysia (FAM) dan Persatuan Bolasepak Bahrain (BFA).
Badan induk bola sepak Bahrain juga turut berbesar hati menawarkan kemudahan untuk pasukan wanita dan futsal kebangsaan mengadakan kem latihan di Bahrain.
Berita gembira ini dikongsikan FAM selepas pertemuan diantara Presiden FAM, Datuk Hamidin Mohd Amin dengan Presiden BFA, Sheikh Ali Khalifa Ahmed Al Khalifa dalam satu perjumpaan di pejabatnya di Riffa, Bahrain.
Hamidin yang juga Ahli Jawatankuasa Eksekutif Konfederasi Bolasepak Asia (AFC) telah menerima jemputan daripada Sheikh Ali Khalifa yang turut disertai Naib Presiden BFA, Ali Ahmed Al Buainain dan Setiausaha Agung BFA, Ebrahim Saad Al Buainain serta Timbalan Presiden FAM, Datuk Mohd Yusoff Mahadi.
Antara perkara yang dibincangkan ialah mengenai isu semasa bola sepak dalam keadaan pandemik Covid-19, kerjasama di antara kedua-dua persatuan dari aspek pembangunan dan pentadbiran.
FAM turut mengucapkan terima kasih kepada BFA kerana membantu dalam penyediaan venue latihan dan penginapan pasukan sepanjang hampir seminggu skuad Harimau Malaya berlatih di Bahrain.
"
Aguero yakin Messi kekal di Barcelona;"
BARCELONA: Sergio Aguero menjangkakan Lionel Messi akan kekal bersama Barcelona selepas dia menyertai kelab Catalan itu menerusi perpindahan percuma hari ini.
Aguero, 32, menandatangani perjanjian dua tahun bersama Barcelona selepas kontraknya bersama Manchester City, kelab yang dinaungi sejak sedekad lalu tamat bulan ini.
Kontrak Messi di Barcelona juga akan tamat bulan depan dan sehingga kini masa depannya masih menimbulkan tanda tanya kerana dia pernah menyatakan hasrat untuk meninggalkan kelab, Ogos lalu.
Bagaimanapun kehadiran Aguero, rakan baiknya dalam skuad kebangsaan Argentina diyakini mampu mengekalkan penyerang terbaik dunia itu di Camp Nou musim depan.
LIONEL Messi (kiri) dan Sergio Aguero ketika membantu Argentina merangkul pingat emas dalam Sukan Olimpik 2008 di Beijing. “Kami berharap dapat bermain bersama, itu sudah tentu tetapi apa yang berlaku dengan Leo adalah keputusan yang akan diambilnya bersama kelab.
“Sekiranya dia kekal di sini, yang mana percaya itu keputusan yang bakal diambil, kami akan memberi yang terbaik untuk kelab mencapai perkara besar,” kata Aguero kepada wartawan ketika ditanya apakah kedatangannya adalah petunjuk bahawa Messi telah memutuskan untuk kekal kelab itu.
Aguero dan Messi adalah pemain seangkatan di Argentina. Kedua-duanya bergandingan membantu negara itu merangkul Piala Dunia Bawah 20 tahun pada 2005 dan  meraih pingat emas Sukan Olimpik 2008. Sejak itu hubungan mereka sangat rapat.
“Saya bercakap dengan (Messi) setiap hari tetapi saya tidak dapat beritahu (butiran percakapan).
“Mesej terakhir adalah dia mengucapkan tahniah kepada saya kerana menandatangani kontrak bersama Barcelona,” katanya. – AGENSI
"
‘Mereka akan bantu Malaysia’;"
PETALING JAYA: Biarpun ba­nyak mata tertumpu kepada tiga ‘import’ Harimau Malaya dan tidak gembira dengan prestasi mereka selepas dua aksi persahabatan, namun Tan Cheng Hoe yakin semua pemain naturalisasi tersebut mampu membawa impak.
Aksi Mohamadou Sumareh, Liridon Krasniqi dan Guilherme De Paula pada pertemuan menentang Kuwait serta Bahrain gagal memberi impak seperti diharapkan. Malaysia tewas 1-4 dan 0-2 dalam kedua-dua perlawanan itu.
Begitupun Cheng Hoe yakin, Sumareh, Liridon dan De Paula akan memperkuatkan skuad negara apabila mengharungi tiga baki perlawanan Kumpulan G, kelayakan Piala Dunia 2022/Piala Asia 2023 yang bermula di Dubai, Jumaat ini.
Guilherme De Paula berusaha keras untuk menyesuaikan diri dengan pemain tempatan dalam skuad Harimau Malaya. “Sumareh sudah biasa de­ngan pasukan kebangsaan tapi ia tidak mudah buat Liridon dan De Paula untuk menyesuaikan diri serta mencari keserasian bersama pemain lain.
“Begitupun kedua-dua pemain itu berusaha keras dalam setiap perlawanan dan latihan. Mereka memberi komitmen 100 peratus sebagai satu pasukan.
“Saya rasa ketiga-tiga pemain akan memberi sumbangan terbaik untuk skuad kali ini,” katanya.
De Paula, 34, membuktikan dia mampu memberi impak apabila meledak gol dalam penampilan sulung buat Harimau Malaya ketika berdepan Kuwait, namun tidak diturun­kan dalam perlawanan persahabatan menentang Bahrain, Jumaat lalu kerana belum memenuhi syarat badan bola sepak dunia, FIFA.
Liridon, 29, menunjukkan ­prestasi memberangsangkan ketika digandingkan bersama Nor Azam Azih dan Syamer Kutty Abba berdepan Bahrain, namun keserasiannya bersama pemain lain masih kurang dan perlu ­ditingkatkan secepat mungkin.
Skuad Harimau Malaya akan berdepan Emiriah Arab Bersatu (UAE), Jumaat ini sebelum menentang pendahulu kumpulan, Vietnam pada 12 Jun, diikuti Thailand 16 Jun.
"
Hafizh bersemangat buru mata di Catalunya;"
PETALING JAYA: Selepas me­ngutip mata dalam dua perlumbaan berturut-turut, Hafizh Syahrin Abdullah berada pada momentum terbaik untuk memulihkan kariernya dan ber­azam terus memburu mata apabila saingan MotoGP dunia bersambung di Sepanyol, hujung minggu ini.
Dalam Grand Prix (GP) Itali kelmarin, pelumba Moto2 negara itu mempamer aksi menakjubkan apabila menamatkan saingan di tangga kesembilan selepas bermula dari petak ke-20.
Kejayaan itu membolehkan pelumba NTS RW Racing GP tersebut mengutip tujuh mata, pencapaian terbaiknya musim ini selepas meraih satu mata di Le Mans, dua minggu lalu.
Begitupun, seperti rakan-rakan seperjua­ngan yang lain, Hafizh terkesan dengan kematian pelumba remaja Switzerland, Jason Dupasquier yang terlibat dalam kemalangan pada sesi kelayakan Moto3, Sabtu lalu.
“Penamat 10 teratas membuatkan saya gembira tapi pemergian Jason sangat menyedihkan kerana kami keluarga besar dalam kejuaraan MotoGP dunia. Saya dedikasikan kejayaan ini buatnya,” kata Hafizh yang dipetik dalam laman web rasmi NTS RW Racing GP.
HAFIZH SYAHRIN ABDULLAH. – IHSAN Official Fan Club Hafizh Syahrin 55 pescaoBos pasukan, Jarno Janssen percaya, prestasi Hafizh di Mugello mampu menjadi batu lonjakan untuk melakar persembahan lebih baik dalam perlumbaan akan datang.
“Terutama apabila anda meng­anggap kami akan berdepan masalah disebabkan jurang kelajuan dengan jentera lain.
“Kami sangat positif untuk menghadapi GP Catalunya (Sepanyol) dan berlepas dengan semangat tinggi,” kata Janssen.
Pencapaian itu membuktikan Hafizh kian serasi dengan jentera NTS selepas mengharungi enam perlumbaan setakat ini.
Begitupun pelumba negara itu sepatutnya mampu meraih kedudukan kelapan namun di­pintas saat akhir di laluan lurus oleh Cameron Beaubier.
“Saya cuba lawan di ‘breaking’ dan selekoh. Di pusingan akhir saya cuba menjarakkan kedudukan tapi bila laluan lurus agak sukar kerana jentera saya masih kekurangan aerodinamik atau kelajuan,” katanya.
"
Dah belanja besar, moga Liga M tak tangguh;"
KUANTAN: Selepas berbelanja besar dalam jendela perpindahan kedua, Sri Pahang mula mencongak keputusan lebih baik apabila Liga Super bersambung bulan depan.
Sri Pahang membawa masuk lima pemain baharu yang pastinya menyusutkan kantung pasukan, namun itulah harga yang perlu dibayar untuk membawa Tok Gajah jauh dari zon penyingkiran.
Begitupun dengan segala perancangan dan belanja yang telah dikeluarkan, mereka amat berharap Liga Malaysia (Liga M) tidak ditangguhkan lagi gara-gara kes Covid-19 yang terus menunjukkan peningkatan di negara ini.
“Selepas tamat pendaftaran kedua hari ini (semalam), Pahang membuat penyusunan semula pasukan dengan membawa masuk lima pemain baharu,” kata Ketua Pegawai Eksekutif Sri Pahang, Datuk Mohammed Suffian Awang kepada Utusan Malaysia semalam.
Sri Pahang berbelanja besar mendapatkan pemain import baharu, Aung Kuang Mann, Kenny Athiu, Manual Hildago, Abu Bakar Yakubu dan pertahanan dari kelab Nongbua FC, Thailand, Nick Swirad.
Dalam masa yang sama, mereka masih terikat dengan kontrak dan terus membayar gaji bekas jurulatih, Thomas Dolley, penolong jurulatih, Cristopher Gamel dan pemain import dari Ukraine, Yohven Brokasvili dan Pedro Henrique.
“Diharapkan Liga Super dapat berjalan mengikut jadual dan tidak ditangguhkan kerana pandemik Covid-19 sebab Pahang sudah benar-benar bersedia untuk kembali bersaing,” katanya.
Kata Suffian, jika ditangguhkan, gaji pemain tetap perlu dibayar sekali gus menambah beban kewangan mereka yang telah berbelanja besar demi membawa masuk lima pemain baharu.
Selepas mengharungi 13 perlawanan musim ini, Tok Gajah menghuni tangga kesembilan, hanya satu mata dipisahkan dari zon penyingkiran.
"
Permulaan era pasangan ‘Patatimo’;"
PETALING JAYA: Beregu muda lelaki negara, Wan Arif Wan Junaidi-Mohd. Haikal Nazri menyifatkan kejayaan menjuarai kejohanan badminton Terbuka Austria kelmarin sebagai satu permulaan buat mereka selepas memasuki alam senior.
Pasangan yang dikenali dengan julukan ‘Patatimo’ kerana berasal dari Terengganu dan Kelantan mencipta sensasi apabila mengejutkan pilihan kelima kejohanan dari Perancis, Lucas Corvee-Ronan Labar 21-17, 21-15.
Wan Arif memberitahu, kejayaan itu sangat bermakna menjelang sambutan hari ­lahirnya ke-19 pada 6 Jun ini.
“Kami banyak belajar daripada kekalahan suku akhir di Slovenia minggu lalu. Di sini kami dapat meningkatkan kekuatan, selain bola kami tidak mudah dimatikan. Ini permulaan untuk saya dan Haikal,” katanya.
Sementara itu, Haikal berkata, perubahan taktikal pada set kedua memberi kesan positif kepada mereka dalam meraih kejuaraan sulung.
“Dalam aksi final, tumpuan kami adalah untuk mengurangkan kesilapan mudah dan tidak mahu memberi mata senang kepada lawan kami,” katanya.
Sementara itu, beregu campuran negara, Choong Hon Jian-Toh Ee Wei berjaya merangkul kejuaraan kedua berturut-turut dalam tempoh dua minggu selepas menewaskan pilihan utama kejohanan dari Perancis, William Villeger-Sharone Bauer 16-21, 21-9, 21-19.
"
Perak bawa masuk 9 pemain baharu;"
IPOH: Perak FC menyenaraikan sembilan pemain baharu bagi meneruskan perjuangan Bos Gaurus dalam baki saingan Liga Super yang akan bersambung bulan depan.
Pengurus pasukan, Ishsam Shahruddin berkata, nama pemain berkenaan telah didaftarkan dan sedang menanti kelulusan Liga Bola Sepak Malaysia (MFL).
“Perak FC sedar kebimbangan semua peminat serta penyokong ekoran penghijrahan enam tonggak pasukan ke beberapa kelab lain.
“Justeru Perak FC tidak melengahkan masa dan telah bertungkus lumus bagi mendapatkan pemain-pemain baharu demi keseimbangan dan kesinambungan kekuatan pemain sedia ada,” katanya dalam satu kenyataan akhbar hari ini.
Katanya, yang patah akan tumbuh dan yang hilang berganti walaupun mungkin tidak sama nilaian mereka .
Isu kewangan sebelum ini menyebabkan Perak hilang enam tonggak diketuai ketua pasukan, Shahrul Saad dan Guilherme de Paula yang berhijrah ke Johor Darul Ta’zim (JDT).
Gandingan J. Partiban dan Kenny Pallraj memilih Kuala Lumpur City sebagai destinasi baharu, manakala bek kiri, Nazirul Naim Che Hashim menyertai Sabah.
Pertahanan Singapura, Shakir Hamzah menjadi pemain terbaharu meninggalkan Perak apabila menerima tawaran kelab negara kelahirannya, Lion City Sailors.
ENAM pemain yang meninggalkan Perak.Kata Ishsam, berdasarkan nama-nama pemain baharu, ia isyarat  jelas terhadap keseriusan keseriusan Perak untuk terus kekal kompetitif selain tidak mahu menghampakan semua peminat bola sepak negeri Perak.
Selain itu, rombakan ke atas skuad semasa jendela perpindahan kedua ini merupakan kelangsungan penstrukturan semula pengurusan dan pentadbiran yang telah bermula sejak bulan Februari dan akan berterusan untuk pasukan terus kekal berdaya saing.
Menurut Ishsam, melalui langkah-langkah penstrukturan semula ini juga Perak FC berjaya melakukan penjimatan kos sekitar setengah juta ringgit.
“Ini amat penting bagi membantu pasukan mengatasi krisis kewangan untuk jangka masa pendek dan panjang,” katanya.
Dalam pada itu, Perak FC mengucapkan terima kasih kepada semua enam pemain yang telah meninggalkan pasukan di atas khidmat yang telah dicurahkan selama ini.
“Perak FC berharap agar para penyokong dapat terus bersabar dan meletakkan kepercayaan penuh kepada pihak pengurusan untuk melaksanakan proses dan peralihan ini,” katanya.
 
"
Guardiola kalah dengan taktikal Tuchel;"
PORTO: Pep Guardiola mengakui, dia terpaksa melakukan perubahan ‘berani’ disebabkan oleh sistem Thomas Tuchel yang rumit.
Guardiola mengejutkan peminat apabila tidak menyenaraikan Fernandinho dan Rodri dalam kesebelasan utama, manakala Kevin de Bruyne mengetuai rangkaian serangan bersama Raheem Sterling serta Riyad Mahrez.
Kata Guardiola, taktikal Tuchel sukar dibaca dan dia perlu melakukan taktikal yang tidak dijangka, namun strategi tersebut gagal membantu pasukannya menjulang kejuaraan Liga Juara-Juara buat kali pertama selepas tumpas 0-1.
PEP Guardiola tewas dalam pertarungan taktikal dengan Thomas Tuchel.“Kami perlu melakukan perubahan untuk menang. Kami kena menyerang, kemudian bertahan dan menyerang semula.
“Semua pemain perlu beraksi di semua posisi. Strategi ini amat menjadi di awal permainan tapi tidak berakhir dengan kemenangan.
“Mereka (Chelsea) bermain dengan satu sistem, lima di belakang. Jadi, kami kena meletakkan pemain spesifik untuk berada di sesuatu kawasan. Strategi kami dibuat berdasarkan taktikal Chelsea,” kata Guardiola.
Guardiola menurunkan Sterling biarpun pemain sayap England itu jarang beraksi dalam kesebelasan utama sejak beberapa minggu dan kehadirannya kurang membawa impak.
Dua penyerang, Sergio Aguero dan Gabriel Jesus turut ditinggalkan di bangku simpanan. Jurulatih dari Sepanyol itu sebaliknya menurunkan Bernardo Silva untuk menambah kreativiti di tengah padang.
Memilih Sterling di sayap kiri memaksa dia mengeluarkan Phil Foden dari posisi asalnya yang amat efektif selama ini.
PEP Guardiola memberi arahan kepada Raheem Sterling ketika menentang Chelsea di Porto. – AFPKeputusan meletakkan De Bruyne, pemain yang selama ini cemerlang di bahagian tengah sebagai penyerang turut tidak menjadi. Bintang Belgium itu seperti keliru dengan peranan yang sepatutnya dimainkan.
Skuad Citizens terdesak untuk menukar corak permainan selepas kalah dalam dua pertemuan terakhir menentang Blues. Mereka tumpas 0-1 dalam separuh akhir Piala FA pada 18 April, diikuti kekalahan 1-2 dalam aksi Liga Perdana di Etihad pada 9 Mei.
“Saya fikir ia keputusan terbaik (pemilihan pasukan).
“Ilkay (Gundogan) sudah memainkan peranan yang sama banyak kali sebelum ini. Saya memilih pasukan untuk memenangi perlawanan,” kata Guardiola.
KAI Havertz (kiri) menjulang trofi Liga Juara-Juara bersama Timo Werner. – AFPSelepas dua kali menjulang kejuaraan Eropah bersama Barcelona, Guardiola akhirnya bertemu pakar strategi sebenar, Tuchel yang menggagalkan hasratnya untuk menjulang trofi Liga Juara-Juara buat kali ketiga.
Pada ketika Guardiola berfikiran terlalu jauh, Tuchel sebaliknya menggunakan pendekatan mudah dan strategi sama yang diterapkan kepada Chelsea selama ini – bermain serangan balas dan menembusi benteng lawan menerusi larian-larian deras Kai Havertz, Mason Mount dan Timo Werner. – AGENSI
"
Jangan pernah ‘hilang kepercayaan’ terhadap Harimau Malaya;"
PETALING JAYA : Persoalan, adakah Malaysia mampu menewaskan Vietnam menjelang pertemuan kedua-dua pasukan pada aksi kelayakan Piala Dunia 2022/Piala Asia 2023, Sabtu ini terus bermain diminda pemerhati dan peminat pasukan kebangsaan.
Rekod empat pertemuan terakhir langsung tidak memihak kepada skuad kendalian Tan Cheng Hoe apabila terus ‘buntu’ untuk melakar kemenangan ke atas pasukan bimbingan Park Hang-Seo.
Bermula di Piala AFF 2018, skuad Harimau Malaya tewas 2-0 dalam perlawanan peringkat kumpulan serta seri 2-2 dan tewas 1-0 dalam final yang berlangsung secara timbal balik, seterusnya tewas 1-0 dalam kempen kelayakan.
Jika rekod menjadi ukuran, jelas menyaksikan Cheng Hoe masih tercari-cari formula terbaik untuk menewaskan taktikal jurulatih dari Korea Selatan berkenaan.
Begitupun, bekas jurulatih Kedah itu mengakui sudah ‘masak’ dengan corak permainan Vietnam dan menyifatkan permainan lawannya itu tidak banyak berubah berbanding dua tahun lalu.

Tambah Cheng Hoe, sebahagian besar pemain mereka masih sama kecuali di posisi penjaga gol utama tanpa kehadiran Dong Van Lam.
“Taktikal dan strategi permainan Vietnam masih lagi sama dengan gabungan pemain-pemain muda dan senior sama ketika edisi 2019 dan hanya dibezakan di posisi penjaga gol.
“Mereka telah mempamerkan aksi yang cukup komited dengan semangat juang tinggi selain melakukan banyak gerakan serangan balas pantas yang berbahaya.
“Namun, ada khabar gembira sedikit buat skuad negara kerana perancang utama mereka, Nguyen Quang Hai telah dilayangkan kad kuning kedua kejohanan sekali gus tidak akan turun menentang
Malaysia nanti,” katanya.

Dalam perkembangan sama, Cheng Hoe berharap penyokong bola sepak negara bersabar dan percaya dengan proses penyesuaian diri yang dilakukan oleh penyerang naturalisasi, Guilherme de Paula, yang mungkin bakal memberi impak pada aksi menentang Vietnam.
“De Paula merupakan seorang penyerang yang berpengalaman kerana sebelum berkelana di Malaysia lebih lima tahun, dia telah beraksi di luar negara untuk tempoh yang lama.
“Justeru, sentuhannya akan terus ditagih pasukan tetapi fokus tidak harus diberikan kepada De Paula sahaja kerana saya mahu semua pemain memberikan komitmen seratus peratus di atas padang,” ujarnya.
Skuad negara ketika ini menduduki tangga keempat Kumpulan G dengan sembilan mata tetapi masih berpeluang untuk melayakkan diri ke pusingan kelayakan seterusnya sekiranya menang pada dua perlawanan terakhir menentang Vietnam dan Thailand.
"
